item_name,brands,label
BVC - Coke Coffee Mocha,coke,0
Bottle Mountain Dew Gingerbread Snap'd,pepsi,1
BVC Pepsi Diet Canette,pepsi,1
canada dry can,canada dry,2
Bottle pepsi cream soda zero,pepsi,1
coke cherry diet,coke,0
Bottle Pepsi 16oz,pepsi,1
Coke Peach,coke,0
Canada Dry Vanilla Cream ,canada dry,2
BVC - Bottle Glass Coke Classic ,coke,0
"Pepsi-Cola Vanilla, 20oz",pepsi,1
Marshmello Coca Cola,coke,0
coca cola 12oz,coke,0
MTN DEW RISE BERRY BLITZ,pepsi,1
Coca Cola Dreamworld,coke,0
Coke Zero Orange Vanilla,coke,0
Pepsi-Cola Soda Shop black cherry cola,pepsi,1
BVC - Bottle Coke Starlight Zero Sugar,coke,0
COCA-COLA zero orange vanilla,coke,0
COKE ZERO 12FL OZ,coke,0
Canada dry  seltzer water origin,canada dry,2
Bottle Mountain Dew 20oz Major Melon,pepsi,1
Soda Nitro Pepsi 13.65oz Vanilla,pepsi,1
Pepsi Diet    12oz,pepsi,1
Soda Nitro Pepsi 13.65oz Draft c,pepsi,1
Pepsi wild Cherry Zero sugar,pepsi,1
orange vanilla coca-cola,coke,0
Mtn Dew Voltage 20 oz bottle,pepsi,1
BVC - Mountain Dew PitchBlack 20z(1),pepsi,1
Founatin Drink (Coca-Cola Products Diet Only) 20 oz,coke,0
Energy Coke - Reg Cherry,coke,0
Energy Coke - Reg,coke,0
BVC Canada Dry 20oz Ginger Ale lemonade,canada dry,2
BVC - Bottle Mountain Dew Throwb,pepsi,1
BVC - Nitro Pepsi,pepsi,1
canada Dry - ginger ale zero sug,canada dry,2
BVC Coca Cola Orange Vanilla Zero 20z,coke,0
Canada Dry Zero Sugar Ginger Ale,canada dry,2
Soda Mountain Dew Voo Dew 20oz B,pepsi,1
Coke 20 oz Btl,coke,0
M NSM | Pepsi | Diet BTL 16.9 F,pepsi,1
RT-Pepsi 12oz Can,pepsi,1
Can Diet Coke Ginger Lime 12 oz,coke,0
Diet Coke can ,coke,0
Mtn Dew KickStart Blueberry Pom,pepsi,1
Mtn Dew Dew.S.A,pepsi,1
BVC - Mountain Dew Wht Out 20z,pepsi,1
BVC - Coke Diet Lime 12oz,coke,0
Energy Coke,coke,0
Coke w/ Coffee Dark,coke,0
Real Sugar Pepsi,pepsi,1
BVC- Bottle Coke Starlight Zero Sugar,coke,0
BVC -Peach Coke,coke,0
BVC- Canada Dry Ginger Ale and L,canada dry,2
Cherry-Vanilla Coke,coke,0
BVC  Pepsi 2 Liter,pepsi,1
Bottle Mountain Dew Ice 20oz,pepsi,1
coca cola orange vanilla,coke,0
Can Mountain Dew Baja Blast  12o,pepsi,1
Pepsi Blue,pepsi,1
Coke Dark Blend Coffee,coke,0
Cherry Vanilla Coke 20 oz.,coke,0
Can Mountain Dew Baja Blast,pepsi,1
BVC - Can Coke Vanilla Zero 12oz,coke,0
Soda Mountain Dew Major Melon Ze,pepsi,1
Coke Can 12 oz,coke,0
Bottle Pepsi Crystal 20o,pepsi,1
Canada Dry Sparkling Water Lemon,canada dry,2
Diet pepsi 20 oz.,pepsi,1
Pepsi Original 20oz,pepsi,1
BVC-Canada Dry Original Sparkling Seltzer 20oz,canada dry,2
BVC - Bottle Pepsi Diet Vanilla 20oz,pepsi,1
Diet Pepsi 12 fl oz,pepsi,1
BVC - Bottle Pepsi Zero Cherry 20oz,pepsi,1
Mountain Dew Voo Dew 20oz Bottle,pepsi,1
Bottle Pepsi Throwback 20oz,pepsi,1
Vanilla Coke 12 oz ,coke,0
Mtn Dew 12oz Can,pepsi,1
Mtn Dew zero sugar 20 fl oz,pepsi,1
Coke Org Vanilla 20 oz.,coke,0
Mtn Dew - Maui Burst,pepsi,1
Coca-Cola Vanilla 12 Fl Oz. Can,coke,0
Mountain Dew Zero Sugar Major Me,pepsi,1
MTN Dew Baja Blast,pepsi,1
Mountain Dew Kickstart Orignal,pepsi,1
Canada Dry lemon lime seltzer ,canada dry,2
BVC-Bottle Pepsi Zero Sugar Mango 20oz,pepsi,1
Pepsi Combo,pepsi,1
Diet Coke 16oz*,coke,0
Coca-Cola w/Coffee,coke,0
Pepsi zero sugar vanilla 12floz ,pepsi,1
Coca Cola Zero Sugar Bottle (20oz),coke,0
Coca Cola 12oz Can ,coke,0
BVC - Bottle Canada Dry Lemonade Ginger Ale 20oz,canada dry,2
Pepsi Nitro Vanilla 13.65oz,pepsi,1
Pepsi Nitro Pepsi,pepsi,1
BVC - Pepsi Nitro Vanilla Draft Cola,pepsi,1
Mountain Dew whiteout,pepsi,1
canada dry ginger/lemonade,canada dry,2
Coke zero cherry vanilla ,coke,0
CoCa Cola Cherry ,coke,0
Soda Mountain Dew Major Melon 20,pepsi,1
BEV - Diet Pepsi Classic 20oz,pepsi,1
Mtn Dew Btl Zero 20oz,pepsi,1
Pepsi Nitro Draft 12oz can,pepsi,1
Bottle Pepsi Diet Wild Cherry,pepsi,1
BVC - Coca Cola orange vanilla zero,coke,0
BVC- Bottle  Coke Starlight,coke,0
Coke w/Coffee - Dark,coke,0
Bottle Mountain Dew Voltage,pepsi,1
Canada Dry Selzter,canada dry,2
Coca Cola Dream World,coke,0
"Mexican coke, 355ml bottle",coke,0
Pepsi Zero Sugar Cream Soda,pepsi,1
Soda Pepsi zero sugar 20oz Bottl,pepsi,1
24oz Fountain Pepsi Cup,pepsi,1
Mountain Dew Melon 20oz,pepsi,1
Coca-Cola with Vanilla Coffee,coke,0
Coca-Cola with Dark Blend Coffee,coke,0
coke cola energy Guarana,coke,0
New Energy Coke Guarana B Caffei,coke,0
Coca-Cola Cherry Flavore,coke,0
Pepsi Soda Shop Cream Soda 12oz,pepsi,1
Canned Canada Dry lemon lime seltzer,canada dry,2
coke cofe,coke,0
BVC - Canada Dry Cranberry Ginger Ale,canada dry,2
Bottle Mountain Dew Baja Gold 20oz,pepsi,1
Can Orange Vanilla Coke Zero,coke,0
Mountain Dew*,pepsi,1
Diet Pepsi 7.5 oz Can,pepsi,1
mountain dew zero sugar,pepsi,1
Coca Cola Zero Sugar Orange Vanilla 20oz,coke,0
BVC-Pepsi Cream Soda,pepsi,1
BVC - Canada dry gingerale & lemonade,canada dry,2
CF Dt Pepsi 20oz,pepsi,1
IMP - Mountain Dew Baja Blast 20 oz,pepsi,1
Bottle Canada Dry Triple Berry 2,canada dry,2
Diet Coke - 20oz Bottle,coke,0
BVC - Mountain Dew Zero 20z,pepsi,1
dt mtn dew,pepsi,1
BVC - Mountain Dew Code Red,pepsi,1
BVC - Bottle Mountain Dew 20oz Voo Dew,pepsi,1
Bottle Canada Dry Seltzer Mandarin Orange 16.9oz,canada dry,2
Coca-Cola Zero,coke,0
Pepsi Black Cherry 20oz.,pepsi,1
Mtn Dew Merry Mash-Up,pepsi,1
Cherry Coca-Cola,coke,0
Cherry Vanilla coke,coke,0
Coke Dark Blend Coffee zero blend,coke,0
BVC - Coke Aluminum LTD,coke,0
canada dry green tea 20oz,canada dry,2
Soda Pepsi 32oz Fountain,pepsi,1
Mountain Dew Zero Sugar 20 oz,pepsi,1
Mountain Dew Ice Lemon Lime 20 oz,pepsi,1
Bev - Canada Dry Lemon Lime Sparkling Seltzer Wate,canada dry,2
Coke Zero Bottle 20 oz,coke,0
Pepsi (1.00),pepsi,1
Can Mountain Dew Baja Gold 12oz,pepsi,1
Coke Zero Starlight 20 oz bottle,coke,0
RT-Cherry Pepsi 12oz Can,pepsi,1
M NSM DIET COKE CAN 12 F,coke,0
Can Coke Cherry Zero Sugar,coke,0
Coke Zero Cherry,coke,0
BEV-  mtn dew  enrgy drink,pepsi,1
BVC - Can Pepsi Cream Soda Zero 12oz,pepsi,1
Mocha Coca Cola with Coffee,coke,0
Coke with Coffee - Caramel,coke,0
Coke Enrergy,coke,0
coca cola coffee,coke,0
Coca Cola Zero 20oz. Soda 20 oz. Bottle,coke,0
Mountain Dew Kickstart Midnight Grape,pepsi,1
Mountain dew baja punch 20 oz.,pepsi,1
BVC - Bottle Coke Zero Orange Va,coke,0
Vanilla coke energy,coke,0
COKE â Fountain Soda 21oz,coke,0
Soda 20 oz Coke Diet,coke,0
16oz Fountain Pepsi Cup,pepsi,1
Coca-Cola Dreamworks,coke,0
BVC -  Bottle Coke Mexican 355 M,coke,0
Soda Diet Pepsi Cherry ,pepsi,1
Canada Dry ginger ale,canada dry,2
pepsi nitro 13oz,pepsi,1
coca cola with coffee caramel 12,coke,0
Pepsi Mountain Dew Ice Cherry 16oz,pepsi,1
Bottle Coke Cherry Van Zero,coke,0
Soda 20oz Mountain Dew Diet,pepsi,1
Mountain Dew major melin,pepsi,1
Pepsi wild cherry 12 oz,pepsi,1
Diet Pepsi Caffine Free,pepsi,1
Large Coke ZeroÂ®,coke,0
Mini CF Diet Coke,coke,0
Mtn Dew Zero Can,pepsi,1
BVC - Canada Dry Tonic Water,canada dry,2
BVC - Mtn Dew Livewire,pepsi,1
Pepsi Nitro 13.65 fl oz can,pepsi,1
Mtn Dew Strawberry Melon Spark,pepsi,1
Coca-Cola Cinnamon,coke,0
Diet Pepsi 16 oz,pepsi,1
Bottle Mtn Dew Voo Dew,pepsi,1
Bottle Coke 16.9oz,coke,0
BVC - Bottle Canada Dry Ginger Ale 20z and Lemon,canada dry,2
20oz Cherry coke,coke,0
Soda - Pepsi,pepsi,1
Cherry pepsi,pepsi,1
Mtn dew mjor melon 20oz,pepsi,1
coca cola with coffee vanilla,coke,0
Canada Dry mandarin orange,canada dry,2
Nitro Pepsi 13.65 FL oz,pepsi,1
coke zero 20oz,coke,0
BVC - Bottle Wild Cherry Pepsi Z,pepsi,1
Bottle Coke Cherry Vanilla ,coke,0
Coke Bottle 8oz.,coke,0
Caffeine Free Coke,coke,0
BVC - Bottle Mountain Dew Livewire 20oz,pepsi,1
coke life.,coke,0
Mtn dew gingerbread,pepsi,1
OnDemand Bottle Diet Pepsi 20 oz,pepsi,1
Soda Pepsi zero sugar 20oz,pepsi,1
Pepsi Soda Shop Cream Soda 12oz,pepsi,1
Coca Cola Starlight Space Flavor,coke,0
Mountain Dew 20 oz,pepsi,1
Mtn Dew Major melon,pepsi,1
Bottle Mountain Dew zero sugar rasp lemon,pepsi,1
Mountain Dew Baja Blast Pineapple,pepsi,1
Bottle Coke Orange-Vanilla,coke,0
Soda Cherry Coke Bottle ,coke,0
Mountain Dew Merry Mash-Up,pepsi,1
Coke Zero Starlight ,coke,0
Can Coke Classic CF 12oz,coke,0
Mtn Dew Mango 20oz,pepsi,1
M NSM | Mountain Dew | Code Red BTL 20 F,pepsi,1
BVC - Diet Pepsi Can,pepsi,1
zBottle Coke Zero 12oz,coke,0
Coke Zero Cherry Can,coke,0
BVC - Can Pepsi Real Sugar 12oz,pepsi,1
Pepsi 20 fl oz,pepsi,1
Can - Diet Mtn Dew,pepsi,1
Nitro Pepsi Can Vanilla Draft 13,pepsi,1
Mtn Dew Zero Major Melon,pepsi,1
Diet Coke Ginger Lime,coke,0
BVC-Bottle Mountain Dew Major Me,pepsi,1
Diet Mountain Dew Baja Blast 20oz,pepsi,1
Coke btl Diet Caffeine Free,coke,0
Coca Cola bottle 20 oz. ,coke,0
Coca Cola Marshmello Limited,coke,0
BVC - Pepsi Mango,pepsi,1
Soda Mountain Dew Spark 20oz,pepsi,1
RT-Pepsi Zero Can,pepsi,1
Coke Zero 16oz.,coke,0
Coke Zero 7.5 oz Can,coke,0
Cherry Energy Coke,coke,0
Bottle Pepsi Caffeine Free 20oz,pepsi,1
Coca Cola Cherry Can,coke,0
BVC Soda 20oz Pepsi Crystal,pepsi,1
Regular Coke 12 oz. can,coke,0
BVC - Coke Diet 12oz,coke,0
Coke Classic 20 oz.,coke,0
PEPSI - ORIGINAL - 20OZ,pepsi,1
Pepsi 16.9fl OZ,pepsi,1
Coke Cherry Vanilla Sugar Free,coke,0
Bottle Pepsi Soda Shop Black Cherry Cola 20oz,pepsi,1
can coke zero,coke,0
Pepsi Black,pepsi,1
Pepsi 18.00,pepsi,1
Coke Dark Blend Coffee caramel,coke,0
Pepsi-Diet,pepsi,1
Bottle Coke Dreamworld,coke,0
Mtn Dew Flamin'Hot 20oz,pepsi,1
Bottle Mountain Dew Fruit Quake 20oz,pepsi,1
BVC - Canada Dry original,canada dry,2
BVC - Coca Cola Small 6pck,coke,0
Pepsi Zero Sugar 2 Ltr,pepsi,1
Dt Pepsi 20oz,pepsi,1
Mtn Dew Kickstart Blueberry Pome,pepsi,1
Mountain Dew VooDoo Zero,pepsi,1
OnDemand Cherry Coke,coke,0
Mtn Dew Purple Thunder,pepsi,1
coca cola dream,coke,0
dream coke,coke,0
Can Pepsi Vanilla Draft,pepsi,1
16 oz Coke,coke,0
Cherry Vanilla Coke Zero,coke,0
20oz Coca-Cola Starlight,coke,0
BVC - Bottle Pepsi Diet Jazz Black Ch Fr Van 20oz,pepsi,1
pepsi can zero,pepsi,1
Can diet pepsi 12oz can,pepsi,1
Soda Mountain Dew 16.9oz Bottle,pepsi,1
Pepsi-Cola Soda Shop Cream Soda,pepsi,1
Diet  Coke,coke,0
Coke Bottle 8oz,coke,0
Diet Coke Flavors,coke,0
COKE ZERO,coke,0
Soda Mountain Dew 20oz Bottle Ba,pepsi,1
BVC - Can Mountain Dew Major Melon Zero 12oz,pepsi,1
Bottle Mountain Dew ZERO 20oz(1),pepsi,1
Coca-cola  Mini Can ,coke,0
coke zero marshmellow,coke,0
MTN DEW VOLTAGE,pepsi,1
coca cola with caramel,coke,0
Pepsi w/ Cherry,pepsi,1
canada dry ginger ale 20oz.,canada dry,2
diet pepsi 20 oz,pepsi,1
Pepsi Citrus Cola 12oz,pepsi,1
Can Cherry Coke Zero,coke,0
can diet coke,coke,0
Coke Zero Sugar 20 oz,coke,0
cherry coke 12oz,coke,0
diet mountain dew watermelon,pepsi,1
Canada Dry Blackberry Ginger Ale,canada dry,2
BVC - Bottle Pepsi Black Cherry Cola 20oz,pepsi,1
Coke/Pepsi/Dr. Pepper/Sprite 12o,coke,0
BEV- fuel mtn dew,pepsi,1
BVC - Canada Dry Blackberry Ginger Ale,canada dry,2
Mountain Dew Rise pomegranate blue burst,pepsi,1
Bottle Pepsi 16.9,pepsi,1
Coca Cola Cinnamon,coke,0
Soda Coca Cola Caffeine Free Can,coke,0
limited edition coke zero,coke,0
Coke Cup,coke,0
Canada dry seltzer water pomegra,canada dry,2
Bottle Aluminum Coke Zero 8.5oz,coke,0
BEV - Diet Coke Can Coca-Cola,coke,0
Bottle Aluminum Coke Diet 8.5oz,coke,0
Diet Coke 16.9FL OZ,coke,0
Mountain Dew Red,pepsi,1
Coke Bottle,coke,0
Mountain Dew-S-A 20oz,pepsi,1
BVR - Coke Diet 12oz,coke,0
Mtn Dew Baja Gold,pepsi,1
Coke Cola Energy Zero Sugar,coke,0
Any 20oz. Coca Cola Product,coke,0
Canada Dry Zero Sugar Ginger ale,canada dry,2
Canada Dry Pomegranate,canada dry,2
Pepsi Nitro Can ,pepsi,1
BVC Mountain Dew 12oz Diet,pepsi,1
BVC - Bottle Pepsi Zero Mango,pepsi,1
MKT Diet Mountain Dew 20oz Bottle,pepsi,1
R NSM | Pepsi | CAN 12 F,pepsi,1
BVC Pepsi(1),pepsi,1
Coca-cola Vanilla,coke,0
Soda Coke Zero Starlight 20oz Bo,coke,0
Pepsi Can Nitro 13.65 oz.,pepsi,1
Mtn Dew Voo Dew 20oz,pepsi,1
Coca Cola Starlight LE 20oz,coke,0
BVC - Canada Dry Sprklng Sltzr - Mandarin Orange,canada dry,2
Diet Coke Blueberry Acai,coke,0
Canada Dry - Zero Sugar Ginger A,canada dry,2
LTO Mango Pepsi 20oz,pepsi,1
Soda Coke Dreamworld 20oz Bottle,coke,0
Bottle Mountain Dew Game ,pepsi,1
Diet Coke Zesty Blood Orange,coke,0
BVC - Pepsi Zero Mango,pepsi,1
DIETCOKE,coke,0
Can Mountain Dew Rise Berry Blit,pepsi,1
Pepsi Zero Sugar 7.5 oz Can,pepsi,1
Mountain Dew Liberty Brew,pepsi,1
Mountain Dew Zero 20oz Bottle,pepsi,1
Coca~Cola with Coffee Vanilla 12,coke,0
BVC - Raspberry Coke,coke,0
Canada Dry bold Ginger Ale,canada dry,2
Mtn Dew Kick Strt Midnight Grape,pepsi,1
Soda 20 oz Mountain Dew Diet,pepsi,1
Can - Pepsi,pepsi,1
mountain dew zero  20 oz,pepsi,1
BVC - Bottle Mountain Dew Game Fuel Berryl 20oz,pepsi,1
Coke Medium Fountain,coke,0
Canned Canada Dry Black Cherry seltzer,canada dry,2
Cherry Coke 16oz,coke,0
BVC- Can 12 oz Pepsi Zero,pepsi,1
Coke dreamworld,coke,0
Coke Zero Bottle,coke,0
Pepsi Mango Reg,pepsi,1
Mtn Dew Maui Burst,pepsi,1
zzzBVC - Coke Diet,coke,0
Canada Dry Ginger Ale Can 12oz,canada dry,2
BVC - Can coca cola orange vanilla 12oz,coke,0
BVC Coke Cinnamon 12oz,coke,0
"Coke Zero, 12 oz",coke,0
Five for Five Coke Produ,coke,0
Soda Pepsi 16.9oz Bottle,pepsi,1
mountain dew kickstart fruit punch,pepsi,1
Can  Coke 7.5oz,coke,0
Asst. Can Coke - Public,coke,0
BVC Cherry Vanilla Coke 12oz,coke,0
Mountain Dew Major Melon Zero 20 oz.,pepsi,1
BVC Pepsi Diet 12oz,pepsi,1
Soda Mountain Dew Baja Mango 20o,pepsi,1
Energy Coke Cherry ,coke,0
Nitro Pepsi Can Smooth Creamy 13,pepsi,1
BVC - Mountain Dew Live Wire 20z,pepsi,1
Canada Dry Ginger Ale 12oz can,canada dry,2
M NSM  | Coca Cola | Zero BTL 20,coke,0
CF Dt Pepsi 12oz Can,pepsi,1
BVC-zCanada Dry Mandarin,canada dry,2
MINI COKE,coke,0
canada Dry - ginger ale caffeine,canada dry,2
Diet Coke Bottle 8oz.,coke,0
BVC - Bottle Canada Dry Ginger Ale Orange 20oz,canada dry,2
Soda Mountain Dew VooDew 20oz Bo,pepsi,1
Bottle Diet Mountain Dew(1),pepsi,1
Canada Dry Diet Ginger Ale,canada dry,2
coke 12 oz can diet blood,coke,0
MTN Dew Flamin Hot,pepsi,1
Bottle Mountain Dew Dark Berry,pepsi,1
BVC - Bottle Mountain Dew Ice,pepsi,1
Soda Can Pepsi Caff Free,pepsi,1
Soda - Diet Pepsi,pepsi,1
Mtn DEW Baja Gold,pepsi,1
Soda Coke Starlight Zero 20oz Bo,coke,0
Bev - Canada Dry Original Sparkling Seltzer Water,canada dry,2
PEPSI 20 oz,pepsi,1
Bottle Canada Dry Ginger Ale Orange 20oz,canada dry,2
Bev - CAN Cherry Coke,coke,0
Mountain Dew Ice Lemon-L,pepsi,1
BVC - Mtn Dew - Christmas,pepsi,1
2 Cokes for $2.50,coke,0
canada dry black cherr 20oz,canada dry,2
Can Mtn Dew Waterrmelon Zero 12oz,pepsi,1
Mtn Dew Major Melon Zero Suger,pepsi,1
Cherry Coke 20oz,coke,0
Diet Coke CF,coke,0
BVC - Bottle Pepsi RealSugar 20oz,pepsi,1
M NSM | Pepsi | Sunkist Zero BTL 16.9 F,pepsi,1
Soda Coke Chery Vanilla 20oz,coke,0
pepsi Zero Sugar,pepsi,1
Soda Mountain Dew Zero Blast 20o,pepsi,1
Coke w/Coffee - Vanilla,coke,0
Merry Mash UP Mtn Dew,pepsi,1
Mtn Dew Fruit Quake,pepsi,1
BVC - Bottle Canada Dry Pomegranite Cherry,canada dry,2
"Canada Dry Club Soda, 10",canada dry,2
BVC - Bottle Mountain Dew ICE Lemon Lime 20oz,pepsi,1
Mountain Dew Rise  Orange Breeze,pepsi,1
Bottle Diet Coke (Caffeine Free) 20 oz,coke,0
COKECOFFEEvanill,coke,0
Dream Coke 20oz Bottle,coke,0
Can Coke Cherry 12oz,coke,0
Can Diet Coke 12oz Ginger Lime,coke,0
Coca cola with coffee Caramel,coke,0
Coca Cola Coffee Zero Sugar,coke,0
Coca-Cola Zero Sugar Cherry Ener,coke,0
Diet Coke Mini,coke,0
Nitro Pepsi  Draft Cola,pepsi,1
"Coke, Diet",coke,0
Zero Sugar Energy Coke,coke,0
Coke Creations,coke,0
Coke DreamWorld,coke,0
RT-Pepsi Bottle 12 fl oz,pepsi,1
BVC - Canada Dry Blackberry Ginger 20oz,canada dry,2
BVC Canada Dry 20oz Black Cherry Wishniak,canada dry,2
Coke Vanilla 20oz Bottle,coke,0
BVC Mtn Dew Zero Sugar 12oz.,pepsi,1
Mountain Dew Blue,pepsi,1
bottle pepsi zero cherry,pepsi,1
Pepsi-Zero Sugar,pepsi,1
Bev - Mountain Dew Black Label,pepsi,1
Pepsi Diet Vanilla,pepsi,1
pepsi wild cherry,pepsi,1
Coca Cola Caffeine Free 7.5oz Ca,coke,0
ZCoke CherryZero,coke,0
Mtn Dew baja blast,pepsi,1
Coke w Coffee MOcha,coke,0
mtn dew zero sugar major melon,pepsi,1
Coca-Cola Starlight 20oz,coke,0
pepsi zero sugar mango,pepsi,1
BVC - Mountain Dew 20 oz Baja Zero,pepsi,1
Dt Pepsi 12oz Can,pepsi,1
Soda Coke Zero Vanilla 12oz Can,coke,0
DIET MOUNTAIN  DEW CAN,pepsi,1
12 ounce can caffeine free coke,coke,0
Pepsi zero sugar,pepsi,1
BVC - Bottle Diet Coke w/Lime & Ginger 20oz(1),coke,0
BVC - Orange Vanilla Coke 20oz bottle,coke,0
BVC - Bottle Mountain Dew Maui B,pepsi,1
mtn dew kickstart mango,pepsi,1
Pepsi 7.5oz,pepsi,1
Mountain Dew Gold,pepsi,1
MOUNTAIN DEW FLAMIN HOT 20OZ,pepsi,1
BVC - Bottle Canada Dry gingerale orangeade 20oz,canada dry,2
Coke | Cherry,coke,0
Pepsi Diet Wild Cherry,pepsi,1
Coca Cola Caffeine Free 12 oz,coke,0
Mountain Dew Ice,pepsi,1
Bottle Pepsi Black Cherry Colat 20oz,pepsi,1
MTN Dew Voo Dew,pepsi,1
coke 12 oz can diet Caf Free,coke,0
BVC -Pepsi Nitro Vanilla,pepsi,1
Coke Can 7.5 oz,coke,0
Dt Wild Cherry Pepsi 20oz.,pepsi,1
Soda orange vanilla Coke 20oz Bottle(1),coke,0
Bottle Mountain Dew Energy Cherry Lime,pepsi,1
20 oz Bottled Diet Coke,coke,0
BVC - Bottle Pepsi 12 oz Glass,pepsi,1
Can Pepsi Draft,pepsi,1
wild cherry pepsi zero,pepsi,1
Bottle Canada Dry Ginger Ale Lemonade 20oz,canada dry,2
BVC - Pepsi Wild Cherry,pepsi,1
BVC - Canada Dry Sparkling Cranberry Lime 20oz,canada dry,2
Pepsi Diet Caffeine Free 12 oz,pepsi,1
Can Coke Vanilla,coke,0
Cherry Vanilla Coke 12oz Can,coke,0
Can Coke Cherry 12oz,coke,0
20 oz. Bottle Coke,coke,0
Mtn Dew Voodew Zero 20 oz,pepsi,1
Pepsi Soda Shop Zero Sugar Cream 12oz,pepsi,1
Marshmellos Coke,coke,0
Coke w/Coffee - Caramel,coke,0
20floz Cherry Vanilla Coke ,coke,0
Coca Cola Cherry Vanilla,coke,0
Diet coke caffeine free,coke,0
mtn Dew Limeade,pepsi,1
R NOO | COKE | DIET COKE GLS 12 F,coke,0
Vanilla Coca-Cola Zero 12oz,coke,0
Coca Cola Coffee,coke,0
Diet Canada Dry,canada dry,2
Can Coke Vanilla Zero 12oz,coke,0
Mtn Dew Baja Mango Gem 20 fl oz,pepsi,1
BVC - Pepsi Nitro,pepsi,1
Coke Limited,coke,0
SAL Coke,coke,0
Coke Limited Edition,coke,0
OnDemand Pepsi 2 for 2,pepsi,1
BVC - Bottle Canada Dry Ginger Ale Lemon Lime 20oz,canada dry,2
M NSM COKE CAN 12 F,coke,0
coke vanilla zore,coke,0
Coke - Energey Drink,coke,0
OnDemand cs diet Pepsi,pepsi,1
coke glass,coke,0
Coke Zero Cherry Van 20oz,coke,0
BVC - Mountain Dew Zero 20 oz,pepsi,1
Can Canada Dry Pomegranate Cherr,canada dry,2
Soda Pepsi 20 Bottle,pepsi,1
Soda 20 oz Coke Zero Cherry,coke,0
16.9 oz Coca Cola,coke,0
BVC - Canada Dry Lemonade,canada dry,2
Mtn Dew Frost Bite,pepsi,1
Pepsi Max BTL,pepsi,1
mountain dew baja blast,pepsi,1
Diet Cherry Pepsi 20 oz,pepsi,1
CF Dt Pepsi 12oz Can,pepsi,1
Mini Diet Coke,coke,0
GRO-Soda Diet Coke 12pk,coke,0
M NSM | Pepsi | Dt. Mt. Dew BTL 16.9 F,pepsi,1
M NSM | Pepsi | Regular BTL 16.9 F,pepsi,1
Coke Coffee Vanilla 12oz,coke,0
Pepsi  Vanilla,pepsi,1
Coke orange vanilla 20oz,coke,0
Coke Zero 20 oz/24,coke,0
Can Canada Dry Ginger Ale 12oz,canada dry,2
BVC Canada Dry Tonic Wat,canada dry,2
BVC - Bottle Mountain Dew Pitch Black 20oz,pepsi,1
BVC - 20oz Diet Coke CF,coke,0
GRO-Soda Pepsi 12pk,pepsi,1
BVC - Coca Cola Small,coke,0
COCA-COLA CHERRY VANILLA,coke,0
BVC - Bottle Mountain Dew Zero 20oz(1),pepsi,1
PEPSI - ZERO - 20OZ,pepsi,1
M NSM | Mountain Dew | Voo Dew BTL 20 F,pepsi,1
MKT Mountain Dew 20oz Bottle,pepsi,1
Coke Zero Sugar Vanilla 12oz,coke,0
BVC- Mountain Dew Diet 20z,pepsi,1
Pepsi Lime can,pepsi,1
BVC- Pepsi 20 0z bottle,pepsi,1
BVC - Coca Cola Orange Vanilla,coke,0
Mountain Dew Spark 20oz Bottle,pepsi,1
mtn dew zero sugar voodew,pepsi,1
BVC - Canada Dry Sparkling seltzer,canada dry,2
Bottle Canada Dry Seltzer Triple Berry 16.9oz,canada dry,2
Soda Coke Lime 12oz Can,coke,0
Pepsi Diet 12oz Can,pepsi,1
Coke Cola Energy,coke,0
Coca Cola Mexican,coke,0
Can Coke orange vanilla,coke,0
IMP - .25 Pepsi,pepsi,1
BVC - Bottle Coke Diet w/Splenda 20oz,coke,0
coca cola,coke,0
Canada Dry Lemon,canada dry,2
Pepsi Can Soda 16 oz.,pepsi,1
BVC Canada Dry 20oz Ginger Ale Orangeade,canada dry,2
BVC - Bottle Coca Cola Cinnamon  20oz,coke,0
Pepsi Zero cherry,pepsi,1
Bottle Pepsi  Blue 20oz,pepsi,1
BVC - Coke Coffee12fl oz,coke,0
Soda CokeStarlight 20oz Bottle,coke,0
Soda Coke energy cherry 12oz Can,coke,0
BEV canada dry diet gingerale 20oz,canada dry,2
BEV - Pepsi Classic 20oz,pepsi,1
Coke Cola Mutant Super Soda 20oz,coke,0
BVC - Bottle Mountain Dew VooDew,pepsi,1
Soda Cherry Coke 16.9oz Bottle,coke,0
Small Pepsi Fountain,pepsi,1
Coca Cola Cherry Zero,coke,0
Bottle Diet Pepsi 16.9oz,pepsi,1
Can Coca Cola 12 oz,coke,0
Bottle Pepsi zero 20oz,pepsi,1
Coke Zero Orange Vanilla 20z,coke,0
Sahlae Coke 0,coke,0
Can Pepsi Black Cherry 12oz,pepsi,1
Bottle Pepsi Cherry Zero 20oz,pepsi,1
Can Coca Cola Marshmello's Zero Sugar,coke,0
BVC - Mountain Dew Black Label,pepsi,1
vew doo mountain dew,pepsi,1
Bottle Canada Dry Pomegranate Ch,canada dry,2
Mountain Dew Baja Zero,pepsi,1
BVC- Carbonated soda coke and pepsi 20oz,coke,0
Bottle Pepsi Real Sugar 20 oz,pepsi,1
MTN DEW MAJOR MELON,pepsi,1
Mtn Dew Baja,pepsi,1
"BVC Mountain Dew, Melon Zero  20",pepsi,1
Bottle Canada Dry Peach 20oz,canada dry,2
BVC - Cherry Coke Zero 20oz,coke,0
Mini coca cola zero sugar,coke,0
